15_1	15_2	15_3	15_4	31_1	31_2	31_3	31_4	58_1	58_2	58_3	58_4	65_1	65_2	65_3	65_4	Amp_1	Amp_2	Amp_3	Amp_4	DF_1	DF_2	DF_3	DF_4	DH_1	DH_2	DH_3	DH_4	DI_1	DI_2	DI_3	DI_4	DK_1	DK_2	DK_3	DK_4	DL_1	DL_2	DL_3	DL_4	C: Student's T-test Significant JHamp_DI	C: Student's T-test significant	N: -Log Student's T-test p-value JHamp_DI	N: Student's T-test q-value JHamp_DI	N: Student's T-test Difference JHamp_DI	N: Student's T-test Test statistic JHamp_DI	T: Protein.Group	T: Protein.Ids	T: Protein.Names	T: Genes	T: First.Protein.Description	T: Gene name	T: PDB	T: UniProt names
14,0678	12.5338	12.3986	12.861	12.6285	12.6287	12.7305	12.7633	12.6214	12.7363	12.8557	12.7847	12.4002	12.492	12.5031	12.5987	11.148	10.9216	11.863	11.2241	13.0419	13.3938	13.6443	13.4133	13.3543	13.459	13.2242	13.3915	13.7344	13.5697	13.6077	13.7996	13.3019	13.5751	13.553	13.5164	13.4649	13.5676	13.5692	13.6396	+	JHamp_DI	4.57223	0	-2.38868	-11.4393	P0A6L7	P0A6L7	UXAB_ECOLI	uxaB	Altronate oxidoreductase	uxaB		UXAB_ECOLI
13,5293	15.6126	15.6914	15.8603	15.1181	15.2066	15.1766	15.1493	15.5416	15.3303	15.2407	15.4545	15.5776	15.5443	15.8391	15.7124	11.2563	10.5882	11.5995	10.5429	13.7093	14.4526	13.6938	13.7618	14.4147	14.7193	13.9856	14.6212	13.7289	14.0956	13.6738	13.7772	14.6125	14.5098	13.9427	14.0883	14.7498	14.5404	14.5722	14.3617	+	JHamp_DI	4.29663	0	-2.82212	-10.2427	P0A6L9	P0A6L9	HSCB_ECOLI	hscB	Co-chaperone protein HscB	hscB	1FPO	HSCB_ECOLI
12,072	14.0388	14.0067	14.2887	13.9239	13.985	13.8032	13.8646	14.293	14.1866	14.3352	14.3814	13.9794	14.341	14.2909	14.4193	12.2189	12.1147	12.3478	11.6877	14.3424	14.2646	14.2393	14.5819	13.9203	13.846	14.2935	14.1184	14.2451	14.4703	14.2774	14.3689	14.674	14.5029	14.2349	14.5348	14.4008	14.2076	14.1331	14.28	+	JHamp_DI	5.2262	0	-2.24818	-14.8181	P0A6M4	P0A6M4	DTD_ECOLI	dtd	D-aminoacyl-tRNA deacylase	dtd	1JKE	DTD_ECOLI
19,4845	20.2694	20.2521	20.2389	20.2469	20.2849	20.2395	20.0931	20.4249	20.3416	20.2576	20.2945	20.3297	20.3143	20.3269	20.1549	18.4749	18.5166	18.2697	18.1999	19.6466	19.5525	19.4243	19.6644	19.7336	19.8136	20.0864	19.8702	19.8831	19.7892	20.0071	19.8171	19.8973	19.86	19.8312	19.9398	19.8895	19.6826	19.6663	19.6265	+	JHamp_DI	5.5094	0	-1.50883	-16.5578	P0A6M8	P0A6M8	EFG_ECOLI	fusA	Elongation factor G	fusA	2RDO;3J0E;3J9Z;3JA1;4V7B;4V7D;4V9O;4V9P;7N2C;7PJV;7PJY;7UG7	EFG_ECOLI
18,5192	19.2772	19.2344	19.2844	19.1109	18.8054	18.79	19.3704	18.5445	18.388	18.8187	18.7171	18.5508	18.3977	18.2569	19.1083	16.1058	15.9414	15.9578	15.7691	18.5099	18.6477	17.9612	18.8602	19.1078	18.8969	18.9476	18.9899	18.6842	17.9037	18.353	19.1894	17.0452	17.8683	18.2173	18.161	17.731	18.1709	18.2858	18.7202	+	JHamp_DI	4.04614	0	-2.58908	-9.25474	P0A6N4	P0A6N4	EFP_ECOLI	efp	Elongation factor P	efp	3A5Z;6ENJ;6ENU	EFP_ECOLI
19,0381	17.2719	17.1977	17.1131	17.1975	17.2705	17.2014	17.2957	17.331	17.2216	17.3714	17.4748	17.1791	17.0829	16.938	17.6623	14.699	14.3436	14.4316	14.6061	16.6358	16.3373	16.6358	17.2001	16.652	16.2985	17.3802	17.1631	17.1599	17.2559	16.8897	17.3608	16.9421	16.8759	17.0385	17.0411	16.5402	16.5262	16.6273	16.8571	+	JHamp_DI	6.05209	0	-2.6465	-20.4579	P0A6N8	P0A6N8	EFPL_ECOLI	yeiP	Elongation factor P-like protein	yeiP		EFPL_ECOLI
17,7842	18.565	18.5239	18.6288	18.6557	18.6328	18.5895	18.6673	18.4123	18.433	18.4891	18.4893	18.4947	18.4558	18.3644	18.5923	16.499	16.1222	16.3197	16.3969	18.1963	18.2286	17.7467	18.2351	18.1192	18.2505	18.063	18.3059	18.1038	17.7971	17.9544	18.1116	17.7188	17.8681	17.9725	17.799	17.7951	17.7363	17.8781	17.9146	+	JHamp_DI	5.29301	0	-1.65731	-15.212	P0A6P1	P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	tsf	1EFU;3AGP;3AGQ;3AVT;3AVU;3AVV;3AVW;3AVX;3AVY;3MMP;3VNU;3VNV;4FWT;4PC3;4PC7;4Q7J;4R71	EFTS_ECOLI
16,0381	16.6024	16.6376	16.5504	16.7133	16.7324	16.7249	16.6342	16.4599	16.626	16.6859	16.5498	16.4569	16.4635	16.4733	16.3674	15.2479	15.2413	14.9905	15.0143	16.2349	16.1431	16.1462	16.2889	16.0913	16.0457	16.4446	16.1889	16.1533	15.9144	15.9931	16.0824	15.8105	16.0022	16.2098	16.1377	16.1726	16.0651	16.0651	16.0881	+	JHamp_DI	4.34569	0	-0.91232	-10.447	P0A6P5	P0A6P5	DER_ECOLI	der	GTPase Der	der	3J8G	DER_ECOLI
15,9298	16.4911	16.4992	16.4874	16.5714	16.4442	16.5282	16.5387	16.3265	16.4142	16.435	16.4672	16.4705	16.4993	16.4065	16.4307	14.9882	14.7182	14.889	14.4894	16.1662	16.3309	15.8055	16.2442	16.2989	16.4404	15.7684	16.3401	16.1433	16.1938	16.0974	16.1661	16.1602	16.2785	16.2661	16.157	16.3346	16.2781	16.4357	16.2997	+	JHamp_DI	4.77676	0	-1.37889	-12.4092	P0A6P7	P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	engB	1PUI	ENGB_ECOLI
18,0926	19.0042	19.015	18.9471	19.0995	19.2829	19.323	19.0031	19.3831	19.4168	19.3075	19.3004	19.2822	19.3406	19.289	19.0441	18.045	17.9035	17.85	17.9682	18.9274	18.8496	18.859	18.875	18.9492	18.9876	18.953	19.0184	19.365	19.3305	19.5144	19.2217	19.5038	19.4242	19.2218	19.3055	19.3068	19.1089	19.0843	18.863	+	JHamp_DI	5.89288	0	-1.41624	-19.2297	P0A6P9	P0A6P9	ENO_ECOLI	eno	Enolase	eno	1E9I;2FYM;3H8A;5OHG;6BFY;6BFZ;6D3Q;6NPF	ENO_ECOLI
17,3352	17.7412	17.7753	17.8674	18.2311	18.2196	18.1867	17.6561	18.3105	18.31	18.1253	18.0399	18.3937	18.5482	18.3228	17.9497	15.8526	15.663	15.9314	15.5781	17.3933	17.188	16.6492	17.3381	17.267	17.5952	18.2975	17.9269	18.1155	17.7481	18.3804	18.2017	18.2765	17.9595	17.8525	18.0604	18.0648	17.3696	17.4163	17.2955	+	JHamp_DI	5.26977	0	-2.35517	-15.0739	P0A6Q3	P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	fabA	1MKA;1MKB;4KEH	FABA_ECOLI
17,783	18.8241	18.024	18.9796	19.2939	19.426	19.3711	19.2617	19.2709	19.2996	19.1999	19.2738	19.2268	19.4268	19.3942	19.2823	18.27	18.6364	18.3996	18.7583	18.197	18.3913	18.4571	18.2736	18.5537	18.5635	18.7175	18.7351	18.4572	18.5788	18.6958	18.3342	18.6972	18.8854	18.8506	18.7707	18.8822	18.8998	18.8314	18.6998			0.00105479	1	-0.000429153	-0.00316905	P0A6Q6	P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	fabZ	6N3P	FABZ_ECOLI
16,4761	17.2889	17.3596	17.1257	17.1775	17.3014	17.2199	17.2847	17.3999	17.3861	17.3419	17.3876	17.1659	17.3065	17.3017	17.2553	14.9634	14.7184	14.8917	14.484	16.9869	16.8597	16.6392	17.0116	16.9625	16.868	17.272	17.1808	17.03	16.9825	16.9848	16.9814	17.0041	17.0396	17.0865	17.1239	16.998	16.826	16.7869	16.8522	+	JHamp_DI	6.09239	0	-2.23031	-20.7807	P0A6R0	P0A6R0	FABH_ECOLI	fabH	Beta-ketoacyl-[acyl-carrier-protein] synthase III	fabH	1EBL;1HN9;1HND;1HNH;1HNJ;1HNK;1MZS;2EFT;2GYO;3IL9;4Z8D;5BNM;5BNR;5BNS;6X7R;8D1U	FABH_ECOLI
15,2789	16.3366	16.3219	16.5215	16.9495	16.9718	16.7504	16.3662	17.0469	17.0717	16.9797	17.1899	17.1356	17.0223	17.2176	17.2412	14.9769	14.0893	14.6118	14.1544	15.8166	15.4036	14.2559	16.0259	15.5627	15.7017	15.5182	15.6994	15.8576	15.4303	15.7389	15.698	14.5694	15.55	15.4742	15.4265	15.4591	14.6284	15.2777	15.2796	+	JHamp_DI	2.77331	0.000282693	-1.22309	-5.38644	P0A6R3	P0A6R3	FIS_ECOLI	fis	DNA-binding protein Fis	fis	1ETK;1ETO;1ETQ;1ETV;1ETW;1ETX;1ETY;1F36;1FIA;1FIP;3FIS;3IV5;3JR9;3JRA;3JRB;3JRC;3JRD;3JRE;3JRF;3JRG;3JRH;3JRI;4FIS;5DS9;5DTD;5E3L;5E3M;5E3N;5E3O;6P0S;6P0T;6P0U	FIS_ECOLI
14,9528	16.371	16.4573	16.4778	16.4212	16.3995	16.4677	16.4657	16.7642	16.7155	16.8093	16.8304	16.0275	16.2735	16.2642	16.218	17.3728	17.4063	16.9642	17.0994	17.4493	17.3623	17.3396	17.5376	17.3271	17.3242	17.7717	17.4917	17.6553	17.4422	17.6427	17.6532	17.2083	17.4793	17.6136	17.587	17.4633	17.1446	17.247	17.3557	+	JHamp_DI	1.76039	0.00292104	-0.387682	-3.25476	P0A6S0	P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	flgH		FLGH_ECOLI
15,3609	14.1156	14.0837	14.1164	14.1645	14.0473	14.2444	13.8112	15.0954	15.1232	15.0713	15.158	14.409	14.4717	14.5779	14.4834	16.5076	16.6903	15.6565	15.734	15.2726	15.4795	14.2951	15.7884	15.2023	15.3293	16.1137	15.6699	16.4777	15.164	16.4809	16.296	15.3916	15.9443	16.3203	16.1992	16.1549	15.3879	15.5318	15.7663			0.0355292	0.76727	0.0423827	0.102831	P0A6S3	P0A6S3	FLGI_ECOLI	flgI	Flagellar P-ring protein	flgI		FLGI_ECOLI
9,31537	10.7757	10.258	11.0125	NaN	NaN	NaN	NaN	10.8079	9.46846	9.52823	10.1145	9.56649	7.87042	8.38274	9.98395	10.8773	10.5005	NaN	NaN	NaN	NaN	NaN	NaN	7.85983	9.63586	8.50578	8.13485	9.3021	NaN	8.9118	7.80178	NaN	9.59761	8.86542	10.2792	8.34405	5.69523	8.1041	NaN	+	JHamp_DI	1.36527	0.00730072	2.01701	3.37893	P0A6S5	P0A6S5	FTSB_ECOLI	ftsB	Cell division protein FtsB	ftsB	4IFF;5Z2W;6H9O	FTSB_ECOLI
16,4849	15.5571	15.6012	15.4449	15.2026	15.3088	15.2926	15.3067	15.4658	15.4669	15.5445	15.5649	15.3792	15.4472	15.3229	15.2991	13.5017	13.4015	13.7134	13.3215	15.1799	15.229	15.252	15.2893	15.3237	15.4334	15.3406	15.4035	15.4195	15.2245	15.3944	15.363	14.9958	15.3001	15.3044	15.3312	15.4012	15.3368	15.3372	15.2801	+	JHamp_DI	5.94095	0	-1.86582	-19.5927	P0A6S7	P0A6S7	GPDA_ECOLI	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	gpsA		GPDA_ECOLI
16,3068	17.4072	17.3427	17.3568	17.6303	17.6911	17.6766	17.7603	17.3174	17.3672	17.4622	17.5076	17.3252	17.3671	17.35	17.4847	15.5423	15.2032	15.3875	15.063	17.8146	17.7302	17.435	17.7964	17.6404	17.5389	17.5303	17.639	17.8618	17.5591	17.6374	17.779	16.9359	17.5317	17.6009	17.4599	17.4552	17.4674	17.5352	17.6005	+	JHamp_DI	5.89831	0	-2.41031	-19.2703	P0A6T1	P0A6T1	G6PI_ECOLI	pgi	Glucose-6-phosphate isomerase	pgi	3NBU	G6PI_ECOLI
15,3245	15.4159	15.3914	15.4996	15.4642	15.6111	15.4835	15.3957	15.5218	15.5047	15.699	15.7016	15.4017	15.4231	15.4339	15.4532	13.2862	12.6809	13.6859	13.416	15.7734	15.6519	15.9691	15.7627	15.982	16.0285	15.8041	15.9303	15.871	15.7577	15.8684	15.8756	15.8116	15.8096	15.8944	15.8946	15.8692	15.9766	15.9295	16.0796	+	JHamp_DI	4.69602	0	-2.57591	-12.0175	P0A6T3	P0A6T3	GAL1_ECOLI	galK	Galactokinase	galK		GAL1_ECOLI
16,1045	15.1773	15.2755	15.1127	15.6497	15.6943	15.6576	15.4614	15.3024	15.2141	15.2791	15.3658	15.4626	15.6262	15.7077	15.6128	13.6873	13.3903	12.9035	13.1686	15.1443	15.3104	14.3515	15.1862	15.0413	15.2659	15.2375	15.2961	14.9136	14.7144	14.8939	14.9483	14.8678	14.7883	14.9694	14.9437	14.9366	14.8311	14.7117	14.7979	+	JHamp_DI	3.99468	0	-1.58013	-9.06265	P0A6T5	P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	folE	1A8R;1A9C;1FBX;1GTP;1N3R;1N3S;1N3T	GCH1_ECOLI
11,2438	NaN	NaN	12.4381	12.2565	11.2547	11.4845	12.1331	12.1881	12.1754	12.46	12.2987	11.8333	12.2607	12.6665	12.0224	10.6283	10.2685	11.2702	10.8898	10.87	12.7996	10.2573	13.108	12.1271	11.8028	12.0671	11.9133	13.0889	13.5181	13.2336	12.9642	13.357	12.4831	13.58	13.673	13.6114	13.0465	12.8448	12.9413	+	JHamp_DI	4.24841	0	-2.43697	-10.0455	P0A6T9	P0A6T9	GCSH_ECOLI	gcvH	Glycine cleavage system H protein	gcvH	3A7A;3A7L;3A8I;3A8J;3A8K;3AB9	GCSH_ECOLI
16,5502	15.6409	15.6483	15.5236	15.839	15.9118	15.8831	15.5953	16.1362	16.1206	16.0675	15.9776	16.0215	16.0481	16.0804	15.8356	14.7572	14.8313	14.8656	14.6911	14.6575	14.551	14.5337	14.942	14.6496	14.6844	15.3567	15.0978	15.3036	15.0701	15.3762	15.2911	15.1867	15.1979	15.3359	15.4377	15.4508	14.9131	14.906	14.9058	+	JHamp_DI	3.08256	0.000248804	-0.473956	-6.17805	P0A6U3	P0A6U3	MNMG_ECOLI	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	mnmG	3CES;3CP2	MNMG_ECOLI
17,0009	15.3006	15.2225	15.2696	15.2516	15.3979	15.3049	15.3766	15.3702	15.4017	15.3998	15.4217	15.4694	15.2825	15.1574	15.2094	12.3704	12.5353	12.3074	12.2962	14.2432	14.451	14.4378	14.644	14.6	14.714	14.3326	14.8327	14.6817	14.2505	14.6814	14.6911	14.5107	14.4939	14.526	14.6083	14.4723	14.2623	14.2204	14.3693	+	JHamp_DI	5.73164	0	-2.19884	-18.0589	P0A6U5	P0A6U5	RSMG_ECOLI	rsmG	Ribosomal RNA small subunit methyltransferase G	rsmG	1JSX	RSMG_ECOLI
13,7147	14.3977	14.3341	14.33	14.3588	14.2433	14.3079	14.1741	14.5524	14.5625	14.5712	14.6209	14.2258	14.2006	14.2437	14.1362	15.9435	15.9342	15.7786	15.7615	15.323	15.2537	15.2745	15.438	15.329	15.089	15.6751	15.4239	15.6634	15.3325	15.6857	15.4872	15.4884	15.6197	15.6131	15.7505	15.3514	15.2988	15.2723	15.3127	+	JHamp_DI	1.75656	0.00291971	0.312295	3.24773	P0A6U8	P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	glgA	2QZS;2R4T;2R4U;3COP;3CX4;3D1J;3GUH	GLGA_ECOLI
14,8175	14.0386	14.1492	14.1044	14.36	14.245	14.36	14.3274	14.6287	14.5461	14.5268	14.7256	14.1153	14.2788	14.2299	14.1349	13.9762	13.8257	14.2193	14.0023	15.259	15.1996	15.2218	15.2868	15.4752	15.2458	15.5515	15.2003	15.5008	15.3627	15.6917	15.426	15.8967	15.7972	15.5145	15.6991	15.6379	15.4259	15.4247	15.3638	+	JHamp_DI	5.04444	0	-1.4894	-13.7951	P0A6V1	P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	glgC	5L6S;5L6V;5MNI;6R8B;6R8U;6SHJ;6SHN;6SHQ;6SI8	GLGC_ECOLI
NaN	9.3704	9.94739	9.75416	NaN	NaN	NaN	9.73338	NaN	NaN	8.57543	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.53182	9.12784	10.3633	9.4205	9.9785	10.624	10.9929	10.3627	NaN	NaN	NaN	NaN	9.03498	NaN	NaN	NaN	NaN	NaN	NaN	NaN			NaN	1	0	NaN	P0A6V5	P0A6V5	GLPE_ECOLI	glpE	Thiosulfate sulfurtransferase GlpE	glpE	1GMX;1GN0	GLPE_ECOLI
17,8011	16.8711	16.949	16.9752	16.8867	16.9867	17.0568	16.9274	16.9651	16.9395	16.8871	17.0958	16.38	16.6467	16.65	16.4298	14.4634	14.0711	14.8634	14.4141	17.1527	17.0591	17.324	17.0833	17.1066	17.1644	17.1034	17.0626	17.0078	16.8404	17.0367	16.8165	16.9125	17.2545	17.2439	17.1532	17.0342	17.0544	17.0501	16.8762	+	JHamp_DI	5.15201	0	-2.47234	-14.3921	P0A6V8	P0A6V8	GLK_ECOLI	glk	Glucokinase	glk		GLK_ECOLI
13,725	13.3532	13.4226	13.2444	13.1216	13.2338	13.1245	13.1673	13.1918	13.3697	13.2123	13.2392	13.4932	13.4657	13.5358	13.283	11.7388	11.7713	11.7856	11.8149	12.6745	12.9423	12.4303	12.934	12.9214	12.7071	12.8251	12.9494	12.9357	12.9361	13.0497	12.9534	12.8832	13.0058	12.8857	13.074	13.1169	12.7493	12.8203	12.8341	+	JHamp_DI	7.63691	0	-1.19111	-37.7488	P0A6W0	P0A6W0	GLSA2_ECOLI	glsA2	Glutaminase 2	glsA2		GLSA2_ECOLI
13,3863	12.3033	12.8723	12.3145	13.7956	13.2866	13.1732	12.9229	13.595	13.5167	13.5731	13.6373	13.33	12.998	12.7722	13.485	15.382	15.0581	15.0645	15.4522	13.1733	12.3528	12.9967	13.2967	11.7934	10.9685	12.0363	12.1768	13.2153	14.4841	13.2739	13.3629	13.9277	13.6208	12.9612	12.9399	12.0775	11.9808	11.8662	12.3852	+	JHamp_DI	2.69172	0.000364231	1.65516	5.19042	P0A6W3	P0A6W3	MRAY_ECOLI	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		MRAY_ECOLI
17,8341	17.7562	17.7812	17.9886	18.0385	17.9559	17.9024	17.9276	17.9021	17.7259	17.9047	17.8336	17.8984	17.8816	17.9182	18.3048	15.112	14.8226	15.2408	14.7659	17.3925	17.4362	17.1643	17.6239	17.4074	17.4479	17.5943	17.4039	17.4248	17.1489	17.3613	17.4718	17.2358	17.2909	17.2615	17.3426	17.3132	17.0492	17.1161	17.3867	+	JHamp_DI	5.66583	0	-2.3664	-17.6012	P0A6W5	P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	greA	1GRJ	GREA_ECOLI
15,8588	15.7719	15.887	15.9247	15.9795	15.9718	16.0221	15.961	16.0401	16.0356	16.0208	15.9953	16.0778	16.0594	16.1055	16.0538	13.5929	13.4829	14.0562	13.5857	15.5374	15.6047	15.4863	15.5694	15.6222	15.6879	15.8018	15.7633	15.8346	15.4065	15.8143	15.7602	15.3248	15.58	15.8751	15.8398	15.8157	15.7754	15.6875	15.777	+	JHamp_DI	4.78323	0	-2.02447	-12.4411	P0A6W9	P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	gshA	1V4G;1VA6;2D32;2D33	GSH1_ECOLI
13,1947	12.5841	12.4519	12.6263	13.0093	13.0198	13.0735	13.0165	13.1074	12.9889	12.9124	12.9399	12.7412	12.8443	12.9418	12.794	12.8597	12.8634	13.1597	13.0241	12.3492	12.5571	12.4383	12.4052	12.5631	12.8415	12.5217	12.7002	12.5345	12.2724	12.6992	12.4959	12.2803	12.5039	12.4484	12.2026	12.6038	12.6012	12.5847	12.5448	+	JHamp_DI	2.24071	0.00107037	0.476237	4.19067	P0A6X1	P0A6X1	HEM1_ECOLI	hemA	Glutamyl-tRNA reductase	hemA		HEM1_ECOLI
13,4629	13.8789	13.9675	13.9291	13.3342	13.5826	13.4666	13.6989	12.4262	12.1372	12.4274	12.5013	13.4789	12.9425	12.5334	13.1785	10.8843	11.2852	11.4137	11.1501	12.3208	12.4773	12.1644	11.8055	12.3316	12.2435	11.2826	12.0178	11.623	11.6875	11.6568	11.6259	11.2662	11.0693	10.6031	11.263	11.7971	11.3436	11.9359	11.6331	+	JHamp_DI	2.18158	0.00108698	-0.464989	-4.06905	P0A6X3	P0A6X3	HFQ_ECOLI	hfq	RNA-binding protein Hfq	hfq	1HK9;2Y90;2YHT;3GIB;3QHS;3QO3;3RER;3RES;3VU3;4JRI;4JRK;4JUV;4RCB;4RCC;4V2S;5NEW;5UK7;6BDG;6QLB;7OGM	HFQ_ECOLI
17,8097	17.5379	17.3885	17.351	17.9163	18.1878	18.0326	17.9969	17.1854	17.4287	17.3084	17.3112	17.331	18.0867	17.9175	18.0762	14.5654	13.75	13.4515	12.9815	17.394	17.8153	17.6267	17.649	18.3319	18.0618	16.3916	18.0183	16.105	15.8561	15.7858	16.3635	15.9292	16.0493	16.4239	16.8948	18.1297	17.9814	17.8625	17.8063	+	JHamp_DI	3.21512	9.56576E-05	-2.34046	-6.54296	P0A6X7	P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	ihfA	1IHF;1OUZ;1OWF;1OWG;2HT0;2IIE;2IIF;5J0N;5WFE	IHFA_ECOLI
NaN	16.5827	16.4585	16.7446	16.6126	16.6082	16.6827	16.7776	16.2384	16.391	16.4175	16.5154	16.3808	16.2576	16.1079	16.5202	14.6522	14.1138	14.8984	14.9932	16.7581	16.8126	15.1002	16.7531	16.639	16.6007	16.1525	16.5226	16.5907	16.6811	16.2324	16.4475	16.4958	16.7236	16.3992	16.5459	16.523	16.5351	16.6423	16.6106	+	JHamp_DI	3.77672	0	-1.82351	-8.28718	P0A6Y1	P0A6Y1	IHFB_ECOLI	ihfB	Integration host factor subunit beta	ihfB	1IHF;1OUZ;1OWF;1OWG;2HT0;2IIE;2IIF;5J0N;5WFE	IHFB_ECOLI
14,4386	17.1102	17.2331	17.2871	17.9204	17.9414	17.9359	18.284	17.9164	17.9789	18.2946	18.1105	18.814	18.6652	18.727	19.1611	14.9797	15.1526	14.8443	14.5603	17.0904	17.1074	17.0886	17.2864	16.8162	17.0578	17.1384	16.8665	16.9154	16.1235	16.7068	16.8935	15.5623	16.5009	17.1025	16.9462	16.8832	16.958	17.1577	17.2043	+	JHamp_DI	3.67851	0	-1.77553	-7.95695	P0A6Y5	P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	hslO	1HW7;1I7F;1XJH;3M7M	HSLO_ECOLI
18,2412	18.4938	18.4993	18.4443	19.2677	19.2412	19.1877	19.2062	18.9465	18.9724	19.0947	18.9998	19.4517	19.3414	19.4271	19.4949	17.1904	17.2202	17.2901	17.2453	18.4123	18.4383	18.5301	18.5518	18.8462	18.5683	18.9006	18.8584	18.6048	18.4748	18.596	18.7949	18.1672	18.2104	18.4153	18.5101	18.3252	18.3489	18.4056	18.611	+	JHamp_DI	5.98179	0	-1.38112	-19.9064	P0A6Y8	P0A6Y8	DNAK_ECOLI	dnaK	Chaperone protein DnaK	dnaK	1BPR;1DG4;1DKG;1DKX;1DKY;1DKZ;1Q5L;2BPR;2KHO;3DPO;3DPP;3DPQ;3QNJ;4B9Q;4E81;4EZN;4EZO;4EZP;4EZQ;4EZR;4EZS;4EZT;4EZU;4EZV;4EZW;4EZX;4EZY;4EZZ;4F00;4F01;4HY9;4HYB;4JN4;4JNE;4JNF;4JWC;4JWD;4JWE;4JWI;4R5G;4R5I;4R5J;4R5K;4R5L;5NRO;5OOW;7JMM;7JN8;7JN9;7JNE;7KO2;7KRT;7KRU;7KRV;7KRW;7KZI;7KZU;7N6J;7N6K;7N6L;7N6M	DNAK_ECOLI
15,0822	15.947	16.0285	16.0564	16.039	15.981	15.9269	16.1016	16.2537	16.3238	16.2338	16.3167	16.6626	16.6812	16.7676	16.6653	13.9795	13.8996	13.9961	14.0019	15.5171	15.6583	15.4302	15.5028	15.7747	15.8677	15.8956	15.7178	15.6793	15.4605	15.609	15.5786	15.2825	15.501	15.7147	15.6239	15.6299	15.6259	15.6602	15.6613	+	JHamp_DI	7.15712	0	-1.61256	-31.3749	P0A6Z1	P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	hscA	1U00	HSCA_ECOLI
16,8467	17.8739	17.8923	17.8318	18.8572	18.9361	18.8651	18.8105	18.6126	18.6381	18.6943	18.6696	18.9888	19.0054	18.965	18.9513	16.6684	16.7527	16.9333	16.9142	17.8539	17.8897	17.9308	17.9338	18.1898	18.0785	18.455	18.2946	18.0686	18.0649	18.0972	18.0182	17.7698	17.9602	18.1273	18.1146	18.0491	18.2147	18.1906	18.1938	+	JHamp_DI	5.84091	0	-1.24506	-18.8445	P0A6Z3	P0A6Z3	HTPG_ECOLI	htpG	Chaperone protein HtpG	htpG	1SF8;1Y4S;1Y4U;2GQ0;2IOP;2IOQ;2IOR	HTPG_ECOLI
12,8238	12.7807	12.493	12.898	12.4469	12.365	12.8754	12.6945	12.5999	12.6481	12.5136	12.7024	11.813	12.354	12.3646	12.314	11.3328	11.3875	11.9566	11.4643	13.154	13.0921	12.9041	13.0509	12.9461	12.9899	12.2732	13.0597	12.668	12.6345	12.846	12.9805	12.552	12.8439	12.988	12.6818	12.5054	12.7449	12.7874	12.9143	+	JHamp_DI	3.56595	3.07263E-05	-1.24693	-7.59227	P0A6Z6	P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	nikR	1Q5V;1Q5Y;2HZA;2HZV;3BKF;3BKT;3BKU;3OD2	NIKR_ECOLI
NaN	11.3404	10.9512	11.0529	11.4259	11.6219	11.3394	11.1557	11.4237	11.4942	10.8339	11.0503	10.9149	NaN	11.0618	10.7626	9.27972	9.46131	9.96813	8.94525	12.2175	11.7161	12.1248	12.2281	11.344	11.3485	11.9046	11.0703	11.8442	11.9117	11.8939	11.9608	12.1873	11.6982	12.0501	11.7235	12.1485	11.5297	11.938	12.0203	+	JHamp_DI	4.60379	0	-2.48906	-11.5842	P0A703	P0A703	HYBF_ECOLI	hybF	Hydrogenase maturation factor HybF	hybF		HYBF_ECOLI
17,4072	18.1486	18.1998	18.1395	18.155	18.1048	18.02	18.0229	18.1781	18.2121	18.2159	18.1624	18.3957	18.5012	18.4457	18.3315	16.9483	17.0233	17.0467	16.9558	17.5826	17.5263	17.3742	17.6243	17.6601	17.6678	18.0016	17.6551	17.6161	17.6937	17.6623	17.5942	17.6503	17.6645	17.6785	17.7181	17.7208	17.6315	17.5649	17.5711	+	JHamp_DI	5.93302	0	-0.648034	-19.5324	P0A705	P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	infB	1ND9;1ZO1;3JCJ;3JCN;5ME0;5ME1;6O7K;6O9K	IF2_ECOLI
