15_1	15_2	15_3	15_4	31_1	31_2	31_3	31_4	58_1	58_2	58_3	58_4	65_1	65_2	65_3	65_4	Amp_1	Amp_2	Amp_3	Amp_4	DF_1	DF_2	DF_3	DF_4	DH_1	DH_2	DH_3	DH_4	DI_1	DI_2	DI_3	DI_4	DK_1	DK_2	DK_3	DK_4	DL_1	DL_2	DL_3	DL_4	C: Student's T-test Significant JHamp_DI	C: Student's T-test significant	N: -Log Student's T-test p-value JHamp_DI	N: Student's T-test q-value JHamp_DI	N: Student's T-test Difference JHamp_DI	N: Student's T-test Test statistic JHamp_DI	T: Protein.Group	T: Protein.Ids	T: Protein.Names	T: Genes	T: First.Protein.Description	T: Gene name	T: PDB	T: UniProt names
13,996	14.3255	14.4348	14.3734	14.3358	14.3511	14.3451	14.0169	14.6038	14.3168	14.0665	14.3512	14.4688	14.3832	14.502	14.2966	11.932	11.6697	11.2226	10.8899	14.0787	14.1152	13.4835	14.2217	13.8914	13.9064	14.0228	13.9194	14.2292	13.8695	14.3496	14.1543	13.6307	13.7392	14.1079	14.3129	14.0952	14.1268	14.0417	13.901	+	JHamp_DI	4.41749	0	-2.7221	-10.7526	P67095	P67095	YFCE_ECOLI	yfcE	Phosphodiesterase YfcE	yfcE	1SU1	YFCE_ECOLI
10,5557	13.7724	12.946	13.3828	12.9122	12.2207	12.8377	13.3783	11.7796	11.3093	12.5967	12.4553	12.3614	11.9805	12.7294	13.6045	12.7535	11.9956	11.5058	11.7445	12.3883	12.9273	12.2344	13.0964	12.8764	12.552	12.0414	12.5809	12.6116	12.1427	11.6297	12.982	10.4314	11.6618	12.1525	11.287	12.4312	11.7985	11.8877	12.3389			0.372336	0.126171	-0.34165	-0.857108	P67127	P67127	YGDQ_ECOLI	ygdQ	UPF0053 inner membrane protein YgdQ	ygdQ		YGDQ_ECOLI
12,4789	14.9955	14.6452	14.953	13.3674	13.1193	12.6198	14.3772	12.7457	12.7062	13.8018	13.8118	13.4135	13.5193	13.0925	13.3982	12.3522	12.6231	11.2867	11.0052	13.2954	13.5925	13.1312	13.5947	13.6871	14.074	12.5171	13.6057	13.6305	12.81	12.7832	13.3254	12.7171	13.3979	12.7423	12.9963	12.6443	13.5736	13.3304	13.4828	+	JHamp_DI	1.59732	0.00419378	-1.32045	-2.96026	P67244	P67244	YQHA_ECOLI	yqhA	UPF0114 protein YqhA	yqhA		YQHA_ECOLI
NaN	12.9537	12.946	12.9045	11.6163	11.4885	11.5865	11.4924	11.2829	10.5731	10.5782	10.7786	11.6039	10.7722	11.157	11.4155	NaN	10.0766	NaN	NaN	11.2929	11.433	10.489	10.8898	11.8638	11.2878	9.75725	11.5878	10.1286	10.6047	10.0912	10.533	10.1341	10.3928	9.9752	10.4269	10.5924	10.0416	11.0158	11.1695			0	1	-0.262745	0	P67338	P67338	YOAH_ECOLI	yoaH	UPF0181 protein YoaH	yoaH		YOAH_ECOLI
12,028	11.7538	11.9408	11.8161	13.5265	13.6	13.5161	13.4718	13.5417	13.6819	13.8096	13.6386	14.1287	14.0769	14.1776	14.0761	9.14953	8.98125	10.775	NaN	10.6303	11.0415	10.8276	11.0683	11.4599	11.7635	10.6517	11.2026	11.0895	11.2421	11.0217	11.0321	10.8928	10.8684	10.6436	10.6374	11.0019	11.0964	11.1925	10.9032	+	JHamp_DI	1.53613	0.0048397	-1.46107	-3.02949	P67430	P67430	NEMR_ECOLI	nemR	HTH-type transcriptional repressor NemR	nemR	4YZE	NEMR_ECOLI
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.11944	8.62271	NaN	8.67494	10.2047	10.716	9.87554	10.4434	9.879	8.98981	8.87665	9.38828	10.5439	10.3124	9.8756	10.5846	9.86313	10.7117	10.0119	11.0292	NaN	NaN	10.326	9.99251	+	JHamp_DI	3.21516	9.57179E-05	-1.85677	-7.64531	P67444	P67444	XANQ_ECOLI	xanQ	Xanthine permease XanQ	xanQ		XANQ_ECOLI
11,6076	11.4423	11.2107	11.4742	11.4256	11.0318	11.1767	10.9503	11.5196	11.4332	11.5187	11.4507	10.9769	11.1987	11.3156	11.2323	12.8092	12.9768	12.7403	12.9443	11.2534	10.9679	10.7693	11.1028	11.8047	11.5268	11.9319	11.9606	11.8136	11.7412	12.0647	11.7991	11.2641	11.231	11.7141	11.7856	11.6872	12.1131	11.8402	12.0727	+	JHamp_DI	4.50632	0	1.01298	11.142	P67553	P67553	YNFC_ECOLI	ynfC	UPF0257 lipoprotein YnfC	ynfC		YNFC_ECOLI
9,20364	11.8139	10.9767	11.6667	11.1348	11.2415	11.3723	12.0343	11.3853	10.8467	12.3143	12.199	11.185	11.7387	11.4997	12.5647	13.1443	12.8928	12.0035	12.0439	11.4043	11.4418	12.0142	11.435	11.3574	11.2166	11.1843	11.7039	12.198	11.7017	11.4234	12.1138	11.4899	12.2835	11.8612	11.8466	11.3966	11.5913	11.9551	12.3223	+	JHamp_DI	0.990074	0.0211039	0.661939	1.9267	P67601	P67601	YOBD_ECOLI	yobD	UPF0266 membrane protein YobD	yobD		YOBD_ECOLI
13,5478	15.1884	15.2697	15.0471	15.3814	15.4678	15.5072	15.4879	15.2113	15.4587	15.3893	15.2912	15.2249	15.4083	15.4162	15.2518	12.3847	12.1393	12.2739	11.8416	15.457	15.3605	15.3839	15.3155	15.1516	15.0678	15.4082	15.2968	15.0963	14.8966	15.1271	14.8922	14.6045	14.7878	15.2844	15.3217	15.3738	15.4244	15.4203	15.3944	+	JHamp_DI	6.16083	0	-2.84318	-21.3403	P67603	P67603	AC4CH_ECOLI	yqfB	N(4)-acetylcytidine amidohydrolase	yqfB	1TE7	AC4CH_ECOLI
13,0412	14.0661	14.0071	14.0084	13.7679	13.9418	13.8225	14.0629	13.8832	13.7923	14.0268	13.9611	13.5782	13.6373	13.4399	13.7029	11.8315	11.6586	12.0063	12.2385	14.0996	14.0406	13.8157	14.1529	13.9374	14.019	13.6988	13.9343	13.9418	13.9018	13.9222	13.8457	13.6665	13.8594	13.8584	13.9074	13.8177	13.9744	13.8432	14.1242	+	JHamp_DI	5.36885	0	-1.96916	-15.6713	P67660	P67660	YHAJ_ECOLI	yhaJ	Probable HTH-type transcriptional regulator YhaJ	yhaJ		YHAJ_ECOLI
12,1819	13.1462	13.1229	13.2205	13.0587	13.1658	13.2735	13.0814	12.8292	12.852	12.8781	12.8207	12.7693	12.9471	12.7805	12.728	12.0091	11.3863	11.8899	11.9726	12.7109	12.9204	13.0494	12.922	12.8326	12.7523	12.5909	12.8767	12.8106	12.8583	12.9091	12.6564	12.7273	12.6186	12.6874	12.5539	12.8636	12.722	12.5892	12.9384	+	JHamp_DI	3.17165	9.38851E-05	-0.994138	-6.42151	P67662	P67662	AAER_ECOLI	aaeR	HTH-type transcriptional activator AaeR	aaeR		AAER_ECOLI
12,3732	10.4567	9.47074	10.0706	NaN	10.1036	10.0807	8.78766	9.51707	9.83466	NaN	10.3874	NaN	10.3492	10.3356	NaN	NaN	NaN	NaN	NaN	NaN	9.39591	10.008	7.72888	8.92203	NaN	8.1424	8.66196	9.62004	9.20323	NaN	NaN	9.32704	9.01936	10.1285	NaN	10.0055	8.85793	10.1508	9.55511			0	1	NaN	0	P67697	P67697	HICB_ECOLI	hicB	Antitoxin HicB	hicB	6HPB;6HPC	HICB_ECOLI
11,2574	12.485	12.6718	12.2642	10.9878	10.6571	11.0889	10.9574	11.3176	10.8148	10.8318	10.9358	11.505	NaN	11.4694	11.4905	9.04618	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.7172	NaN	10.6379	10.2632	NaN	NaN	11.1826	10.7259	NaN	NaN	NaN	11.1472	11.4441	11.3643	NaN	NaN			0	1	-1.90803	0	P67699	P67699	YDDM_ECOLI	yddM	Uncharacterized HTH-type transcriptional regulator YddM	yddM		YDDM_ECOLI
10,4694	12.4621	12.2732	12.4793	11.1387	10.906	11.4779	10.9546	11.7593	11.1474	11.2114	11.7617	11.7439	11.2681	11.6913	11.6661	9.07201	NaN	NaN	NaN	10.7287	11.7842	10.4162	10.8204	10.8357	11.4379	10.7962	11.3991	11.0282	10.872	10.9617	11.0609	11.5694	11.3959	10.5212	11.366	11.4986	11.19	11.4809	11.5094			0	1	-1.90868	0	P67701	P67701	HIGA_ECOLI	higA	Antitoxin HigA	higA	5IFG;6JQ4;6KML;6KMQ	HIGA_ECOLI
11,411	12.2395	12.2337	12.0017	11.9499	11.9592	11.9562	12.1667	11.9802	11.7256	11.9497	11.9593	11.8788	11.7655	11.6468	11.9376	10.7346	10.6091	10.9419	10.2934	11.798	11.7867	11.7069	11.7793	11.4128	11.7695	11.5052	11.4639	11.5365	11.6715	11.6532	11.6425	11.7678	11.5791	11.3892	11.6356	11.5493	11.3322	11.4856	11.7975	+	JHamp_DI	3.39133	6.38298E-05	-0.981171	-7.05415	P67762	P67762	YHBP_ECOLI	yhbP	UPF0306 protein YhbP	yhbP		YHBP_ECOLI
14,7677	14.3738	14.3358	14.3363	13.914	14.1326	14.1101	14.0521	14.0004	13.848	13.9135	14.0031	13.6805	13.9101	13.953	14.0034	11.6374	11.1647	10.7336	10.5166	13.8079	13.6331	13.0591	13.8088	13.9422	14.0167	13.5688	14.0345	13.9315	13.7518	13.9391	13.8613	13.8766	13.9151	13.8836	13.9306	13.7087	13.5163	13.4535	13.5487	+	JHamp_DI	4.55396	0	-2.85785	-11.3562	P67826	P67826	CUTC_ECOLI	cutC	PF03932 family protein CutC	cutC		CUTC_ECOLI
15,6129	17.5412	17.5596	17.4484	17.5907	17.5753	17.6312	17.4618	17.7463	17.757	17.6519	17.7368	17.6702	17.7682	17.7409	17.5937	16.5125	16.5128	16.7129	16.7424	17.4093	17.4418	17.5705	17.4219	17.3882	17.3372	17.6238	17.4331	17.633	17.6654	17.7521	17.5	17.7412	17.7375	17.6714	17.7419	17.8108	17.7142	17.6386	17.5507	+	JHamp_DI	4.79566	0	-1.0175	-12.5026	P67910	P67910	HLDD_ECOLI	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	hldD	1EQ2;2X6T	HLDD_ECOLI
19,2267	19.4563	19.241	19.0208	19.6997	19.7292	19.8381	19.3914	19.7648	19.9259	19.58	19.6948	19.5754	19.4481	19.4008	19.3375	18.6809	18.5157	19.0771	18.9029	19.6478	19.7269	19.8998	19.7106	20.6868	20.5906	20.9265	20.8656	20.882	20.8584	21.0417	20.7608	20.4327	20.2565	20.273	20.4742	20.7656	20.6366	20.5278	20.3697	+	JHamp_DI	5.31523	0	-2.09158	-15.3452	P68066	P68066	GRCA_ECOLI	grcA	Autonomous glycyl radical cofactor	grcA	6OWR	GRCA_ECOLI
14,1491	15.7674	15.6364	15.2003	15.3725	15.2327	15.142	16.0794	14.0636	14.2955	14.6751	14.2001	14.0454	13.6708	13.4674	14.5103	15.6401	14.8683	15.3613	15.5562	15.3828	15.2313	15.4957	15.5779	14.8901	14.5636	14.8667	14.8189	14.6621	14.2149	14.765	14.4904	14.5749	14.9982	14.1424	13.6786	14.2993	14.2263	14.5657	15.0909	+	JHamp_DI	2.10267	0.00123745	0.823336	3.90976	P68183	P68183	MALG_ECOLI	malG	Maltose/maltodextrin transport system permease protein MalG	malG	2R6G;3FH6;3PUV;3PUW;3PUX;3PUY;3PUZ;3PV0;3RLF;4JBW;4KI0	MALG_ECOLI
17,0978	17.2092	17.0054	16.8404	17.1619	17.0049	17.0053	16.9828	16.6245	16.631	16.4539	16.6335	15.8902	15.9946	15.9943	15.8985	17.7862	18.0466	17.4598	17.4065	16.1343	16.0547	15.9024	16.2437	16.1587	16.1394	16.5858	16.2364	16.5558	16.5638	16.5444	16.4959	16.5422	16.685	16.5511	16.8238	16.952	16.5405	16.586	16.5635	+	JHamp_DI	3.55033	3.04288E-05	1.13477	7.54278	P68187	P68187	MALK_ECOLI	malK	Maltose/maltodextrin import ATP-binding protein MalK	malK	1Q12;1Q1B;1Q1E;2AWN;2AWO;2R6G;3FH6;3GD7;3PUV;3PUW;3PUX;3PUY;3PUZ;3PV0;3RLF;4JBW;4KI0	MALK_ECOLI
11,5365	13.2673	12.8585	12.92	12.7359	12.5887	12.8678	9.48903	11.9081	12.2911	10.4584	10.514	12.6398	12.6485	13.0039	10.3756	10.3437	10.3504	11.4979	11.539	12.3903	11.9561	12.7378	11.4546	14.3022	13.79	12.8447	13.9574	12.1292	12.3232	12.6221	11.8883	14.49	12.3705	12.0683	13.5238	13.4053	12.4891	12.4539	11.2848	+	JHamp_DI	1.89958	0.00205496	-1.30791	-3.51456	P68191	P68191	SRA_ECOLI	sra	Stationary-phase-induced ribosome-associated protein	sra		SRA_ECOLI
14,2979	13.9137	13.8684	13.1535	12.952	13.211	13.3527	13.1851	13.5548	13.3473	14.5344	13.335	13.8945	13.751	14.011	13.5801	10.677	10.0315	11.411	10.6644	13.5954	13.785	13.7243	13.1872	13.5011	13.567	12.4631	12.995	12.7898	13.2057	13.0195	12.3773	13.529	13.6964	13.913	13.6598	13.4097	13.3795	13.3313	13.0317	+	JHamp_DI	3.18144	9.44099E-05	-2.15207	-6.44871	P68206	P68206	YJBJ_ECOLI	yjbJ	UPF0337 protein YjbJ	yjbJ	1RYK	YJBJ_ECOLI
11,8778	13.2667	13.5202	13.6743	13.2496	13.2096	13.2364	13.1233	12.9813	12.884	12.7404	12.9091	13.2375	13.3245	13.2606	13.2191	11.4192	11.1978	10.6501	10.8477	12.7577	12.816	11.6367	12.6933	12.8678	13.0058	12.5995	13.0054	12.6399	12.5835	12.5836	12.5654	12.6516	12.6364	12.6966	12.6247	12.8649	12.7837	12.8881	12.8839	+	JHamp_DI	3.98529	0	-1.56438	-9.02798	P68398	P68398	TADA_ECOLI	tadA	tRNA-specific adenosine deaminase	tadA	1Z3A;6VPC	TADA_ECOLI
13,4585	13.541	13.6402	13.5285	13.7707	13.8282	13.8226	13.8544	13.979	13.8125	13.7767	13.7511	14.0742	14.1075	13.9637	14.1918	11.4062	11.0544	11.4837	11.5408	13.3128	13.2206	12.8129	13.3418	13.3074	13.1903	13.1595	13.3981	13.1324	13.183	13.2534	13.2049	13.2589	13.3294	13.2846	13.2974	13.3013	13.0762	13.1647	13.1544	+	JHamp_DI	5.46395	0	-1.82215	-16.266	P68567	P68567	RSMJ_ECOLI	rsmJ	Ribosomal RNA small subunit methyltransferase J	rsmJ		RSMJ_ECOLI
16,917	19.1155	19.107	19.0993	19.2889	19.3422	19.296	18.9284	18.9061	19.0145	18.9255	19.0451	19.2496	19.1988	19.2092	19.0839	17.667	17.0067	17.8124	17.9614	18.8085	18.676	19.063	18.8081	18.5329	18.6633	18.7941	18.8251	18.7469	18.7675	18.7154	18.7722	18.4966	18.5347	18.3328	18.3748	18.5667	18.3179	18.3723	18.3528	+	JHamp_DI	2.77863	0.000283166	-1.13866	-5.39941	P68679	P68679	RS21_ECOLI	rpsU	Small ribosomal subunit protein bS21	rpsU	2YKR;3J9Y;3J9Z;3JA1;3JBU;3JBV;3JCD;3JCE;3JCJ;3JCN;4A2I;4ADV;4U1U;4U1V;4U20;4U24;4U25;4U26;4U27;4V4H;4V4Q;4V50;4V52;4V53;4V54;4V55;4V56;4V57;4V5B;4V5H;4V5Y;4V64;4V65;4V66;4V69;4V6C;4V6D;4V6E;4V6K;4V6L;4V6M;4V6N;4V6O;4V6P;4V6Q;4V6R;4V6S;4V6T;4V6V;4V6Y;4V6Z;4V70;4V71;4V72;4V73;4V74;4V75;4V76;4V77;4V78;4V79;4V7A;4V7B;4V7C;4V7D;4V7I;4V7S;4V7T;4V7U;4V7V;4V85;4V89;4V9C;4V9D;4V9O;4V9P;4WF1;4WOI;4WWW;4YBB;5AFI;5H5U;5IQR;5J5B;5J7L;5J88;5J8A;5J91;5JC9;5JTE;5JU8;5KCR;5KCS;5KPS;5KPV;5KPW;5KPX;5L3P;5LZA;5LZB;5LZC;5LZD;5LZE;5LZF;5MDV;5MDW;5MDY;5MDZ;5ME0;5ME1;5MGP;5MY1;5NP6;5NWY;5O2R;5U4I;5U9F;5U9G;5UYK;5UYL;5UYM;5UYN;5UYP;5UYQ;5WDT;5WE4;5WE6;5WF0;5WFK;5WFS;6AWB;6AWC;6AWD;6BU8;6C4I;6DNC;6ENF;6ENJ;6ENU;6GWT;6GXM;6GXN;6GXO;6GXP;6H4N;6H58;6HRM;6I7V;6O7K;6O9J;6O9K;6OFX;6OG7;6OGF;6OGG;6OGI;6OM6;6ORE;6ORL;6OSK;6OSQ;6OST;6OT3;6OUO;6Q97;6Q98;6Q9A;6SZS;6TBV;6TC3;6VU3;6VWL;6VWM;6VWN;6VYQ;6VYR;6VYS;6VYT;6VYU;6VYW;6VYX;6VYY;6VYZ;6VZ2;6VZ3;6VZ5;6VZ7;6VZJ;6WD0;6WD1;6WD2;6WD3;6WD4;6WD5;6WD6;6WD7;6WD8;6WD9;6WDA;6WDB;6WDC;6WDD;6WDE;6WDF;6WDG;6WDH;6WDI;6WDJ;6WDK;6WDL;6WDM;6WNV;6WNW;6X6T;6X7F;6X7K;6X9Q;6XDQ;6XDR;6XE0;6XGF;6XII;6XIJ;6XZA;6XZB;6Y69;6ZTJ;6ZTL;6ZTM;6ZTN;6ZTO;6ZTP;6ZU1;7ABZ;7AC7;7ACJ;7ACR;7AFO;7B5K;7BOD;7BOE;7BOI;7D6Z;7D80;7JSS;7JSW;7JSZ;7JT1;7JT2;7JT3;7K00;7K50;7K51;7K52;7K53;7K54;7K55;7LV0;7M5D;7N1P;7N2C;7N2U;7N2V;7N30;7N31;7NAR;7NAS;7NAT;7NBU;7O19;7O1A;7O1C;7O5H;7OE1;7OIZ;7OJ0;7P3K;7PJV;7PJY;7QGR;7S1G;7S1H;7S1I;7S1J;7S1K;7SA4;7SS9;7SSD;7SSL;7SSN;7SSO;7SSW;7ST2;7ST6;7ST7;7TOS;7UG7;7UPH;7ZTA;8A3L;8AYE;8B0X;8B7Y;8CEP;8EKC	RS21_ECOLI
14,5952	14.7291	14.949	15.2065	16.6437	16.5309	16.5311	16.444	15.2037	15.1369	15.2475	15.2165	17.3913	17.3329	17.2771	17.5361	11.3873	10.7344	12.6267	11.4694	15.0691	15.0842	14.9988	14.8677	14.8568	15.0687	14.723	15.0752	13.9406	14.2626	14.0419	13.8015	14.8815	14.92	14.4872	14.4599	13.992	13.9257	13.7918	13.9425	+	JHamp_DI	3.03975	0.000269185	-2.4572	-6.06363	P68688	P68688	GLRX1_ECOLI	grxA	Glutaredoxin 1	grxA	1EGO;1EGR;1GRX;1QFN	GLRX1_ECOLI
15,6979	17.9239	17.7005	17.7725	17.339	17.1752	17.1038	17.4794	16.4189	16.6946	17.1874	17.0821	17.5166	16.9893	16.9368	17.608	18.6688	18.2068	18.0269	17.9673	16.8675	17.4647	17.568	17.1236	17.1212	17.2277	17.651	17.2719	16.8886	16.6182	16.3761	17.1108	15.2121	16.2074	16.7488	16.1491	16.6974	17.3264	17.4495	17.4348	+	JHamp_DI	3.20671	9.53576E-05	1.46906	6.51933	P68699	P68699	ATPL_ECOLI	atpE	ATP synthase subunit c	atpE	1A91;1ATY;1C0V;1C17;1C99;1IJP;1L6T;1QO1;4UTQ;5T4O;5T4P;5T4Q;6OQR;6OQS;6OQT;6OQU;6OQV;6OQW;6PQV;6VWK;6WNQ;6WNR	ATPL_ECOLI
12,3589	12.5855	12.5922	12.5358	12.6588	12.5144	12.6193	12.3795	12.3644	12.3734	12.3779	12.5213	12.2551	11.9254	12.0922	12.1381	11.2027	10.9267	11.6384	10.7239	12.7113	12.8026	12.6327	12.8234	12.623	12.695	12.5984	12.6043	12.7492	12.2384	12.5293	12.7309	12.0778	12.3583	12.6974	12.4808	12.572	12.25	12.4098	12.6801	+	JHamp_DI	3.10376	0.000251816	-1.43901	-6.23533	P68739	P68739	NFI_ECOLI	nfi	Endonuclease V	nfi	4XPU	NFI_ECOLI
15,3944	15.5282	15.4775	15.3777	15.6414	15.5107	15.5991	15.5728	15.2002	15.3063	15.3425	15.3203	15.2366	15.1952	15.299	15.4736	14.0476	13.8528	14.4198	14.3876	15.5805	15.52	15.4674	15.6129	15.7298	15.6309	15.6608	15.6492	15.456	15.5882	15.3986	15.4941	15.3073	15.264	15.3557	15.3111	15.2637	15.4285	15.3081	15.4817	+	JHamp_DI	4.02204	0	-1.3073	-9.16436	P68767	P68767	AMPA_ECOLI	pepA	Cytosol aminopeptidase	pepA	1GYT	AMPA_ECOLI
16,9025	19.3373	19.3754	19.1626	19.1343	19.046	18.907	18.9317	19.0066	19.1441	19.0821	19.0418	19.164	19.1625	19.2437	19.2656	17.2984	16.8024	17.4983	17.5012	18.4026	18.498	18.2547	18.3276	18.4349	18.4078	18.022	18.5584	18.6009	18.7807	18.5129	18.6338	18.6977	18.5997	18.507	18.5957	18.6808	18.4539	18.4939	18.4705	+	JHamp_DI	3.63404	3.16319E-05	-1.35702	-7.81113	P68919	P68919	RL25_ECOLI	rplY	Large ribosomal subunit protein bL25	rplY	1B75;1D6K;1DFU;1ML5;2J28;2RDO;3BBX;3J5L;3J7Z;3J8G;3J9Y;3J9Z;3JA1;3JBU;3JBV;3JCD;3JCE;3JCJ;3JCN;487D;4CSU;4U1U;4U1V;4U20;4U24;4U25;4U26;4U27;4UY8;4V42;4V47;4V48;4V4H;4V4Q;4V4V;4V4W;4V50;4V52;4V53;4V54;4V55;4V56;4V57;4V5B;4V5H;4V5Y;4V64;4V65;4V66;4V69;4V6C;4V6D;4V6E;4V6K;4V6L;4V6M;4V6N;4V6O;4V6P;4V6Q;4V6R;4V6S;4V6T;4V6V;4V6Y;4V6Z;4V70;4V71;4V72;4V73;4V74;4V75;4V76;4V77;4V78;4V79;4V7A;4V7B;4V7C;4V7D;4V7I;4V7S;4V7T;4V7U;4V7V;4V85;4V89;4V9C;4V9D;4V9O;4V9P;4WF1;4WOI;4WWW;4YBB;5ADY;5AFI;5AKA;5GAD;5GAE;5GAF;5GAG;5GAH;5H5U;5IQR;5IT8;5J5B;5J7L;5J88;5J8A;5J91;5JC9;5JTE;5JU8;5KCR;5KCS;5KPS;5KPV;5KPW;5KPX;5L3P;5LZA;5LZB;5LZC;5LZD;5LZE;5LZF;5MDV;5MDW;5MDY;5MDZ;5MGP;5NCO;5NP6;5NWY;5O2R;5U4I;5U9F;5U9G;5UYK;5UYL;5UYM;5UYN;5UYP;5UYQ;5WDT;5WE4;5WE6;5WF0;5WFK;5WFS;6BU8;6BY1;6C4I;6DNC;6ENF;6ENJ;6ENU;6GBZ;6GC0;6GC4;6GC8;6GWT;6GXM;6GXN;6GXO;6GXP;6H4N;6H58;6HRM;6I0Y;6I7V;6O9J;6O9K;6OFX;6OG7;6OGF;6OGG;6OGI;6OM6;6ORE;6ORL;6OSK;6OSQ;6OST;6OT3;6OUO;6PJ6;6Q97;6Q98;6Q9A;6QDW;6QUL;6S0K;6SZS;6TBV;6TC3;6U48;6VU3;6VWL;6VWM;6VWN;6VYQ;6VYR;6VYS;6VYT;6VYU;6VYW;6VYX;6VYY;6VYZ;6VZ2;6VZ3;6VZ5;6VZ7;6VZJ;6WD0;6WD1;6WD2;6WD3;6WD4;6WD5;6WD6;6WD7;6WD8;6WD9;6WDA;6WDB;6WDC;6WDD;6WDE;6WDF;6WDG;6WDH;6WDI;6WDJ;6WDK;6WDL;6WDM;6WNT;6WNV;6WNW;6X6T;6X7F;6X7K;6X9Q;6XDQ;6XDR;6XGF;6XII;6XIJ;6XZ7;6XZA;6XZB;6Y69;6YS3;6YSR;6YSS;6YST;6YSU;6ZTJ;6ZTL;6ZTM;6ZTN;6ZTO;6ZTP;6ZU1;7ABZ;7AC7;7ACJ;7ACR;7B5K;7BL2;7BL3;7BL4;7BL5;7BL6;7BV8;7D6Z;7D80;7JSS;7JSW;7JSZ;7JT1;7JT2;7JT3;7K00;7K50;7K51;7K52;7K53;7K54;7K55;7LV0;7LVK;7M5D;7N1P;7N2C;7N2U;7N2V;7N30;7N31;7NBU;7NSO;7NSP;7NSQ;7NWT;7NWW;7O19;7O1A;7O1C;7OIF;7OIG;7OII;7OIZ;7OJ0;7OT5;7P3K;7PJS;7PJT;7PJV;7PJW;7PJX;7PJY;7PJZ;7Q4K;7QG8;7QGH;7QGN;7QGR;7QQ3;7S1G;7S1H;7S1I;7S1J;7S1K;7SA4;7SS9;7SSD;7SSL;7SSN;7SSO;7SSW;7ST2;7ST6;7ST7;7TOS;7UG7;7UPH;7YLA;7Z20;7ZOD;7ZP8;7ZQ5;7ZQ6;7ZTA;8A3L;8AKN;8AM9;8ANA;8AP4;8AYE;8B0X;8B7Y;8C8X;8C8Y;8C8Z;8C90;8C94;8C95;8CGK;8EKC	RL25_ECOLI
NaN	14.082	14.3265	14.2015	12.6997	13.077	13.0759	14.1876	12.8892	12.4508	14.0814	13.9173	12.5265	12.532	12.7815	14.3074	14.6575	13.7739	11.9667	11.943	14.7373	14.7919	10.9323	14.6053	13.924	14.0323	13.8182	14.2143	13.7239	13.211	12.5061	14.0216	11.4147	12.671	13.0094	12.6203	12.6495	13.1175	13.3882	14.1536			0.140973	0.347164	-0.280368	-0.371806	P69054	P69054	DHSC_ECOLI	sdhC	Succinate dehydrogenase cytochrome b556 subunit	sdhC	1NEK;1NEN;2ACZ;2WDQ;2WDR;2WDV;2WP9;2WS3;2WU2;2WU5;6WU6;7JZ2	DHSC_ECOLI
NaN	11.087	11.0825	10.9045	9.40043	NaN	9.63171	8.35713	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.1008	12.0274	12.609	12.3864	11.3798	11.6076	10.841	11.4193	10.3675	10.8033	10.6527	10.566	10.6021	11.6072	11.0017	10.9255	12.0202	12.0412	11.2987	11.363	11.6916	11.3783	11.4104	11.1679	+	JHamp_DI	2.61442	0.000379329	1.24681	5.00925	P69212	P69212	MDTJ_ECOLI	mdtJ	Spermidine export protein MdtJ	mdtJ		MDTJ_ECOLI
12,6879	18.0562	18.1297	18.1708	17.9981	17.9032	17.9812	18.1581	17.8453	18.0215	18.1112	17.9669	17.9136	17.9208	17.9764	18.1113	15.6516	15.3867	15.6297	15.3839	17.579	17.6196	17.3559	17.6812	17.5026	17.7063	17.71	17.7597	17.7261	17.4175	17.4925	17.6394	17.5562	17.6944	17.5322	17.6183	17.5715	17.4384	17.6165	17.8495	+	JHamp_DI	6.02362	0	-2.05589	-20.2328	P69222	P69222	IF1_ECOLI	infA	Translation initiation factor IF-1	infA	1AH9;1ZO1	IF1_ECOLI
14,8605	14.5889	14.4684	14.5388	14.7794	14.7645	14.6966	14.6831	14.7826	14.7834	14.6984	14.7107	14.7288	14.5942	14.7157	14.5465	12.1568	11.673	12.5053	11.9059	14.6416	14.571	14.5094	14.6326	14.381	14.3589	14.1012	14.5327	14.6152	14.7933	14.7258	14.5862	14.9309	14.6479	14.4486	14.673	14.5599	14.4386	14.3214	14.5494	+	JHamp_DI	5.11588	0	-2.6199	-14.1889	P69228	P69228	BAER_ECOLI	baeR	Transcriptional regulatory protein BaeR	baeR	4B09	BAER_ECOLI
12,5937	11.4743	11.3806	13.9306	13.6037	12.6376	12.9789	12.8476	10.7137	10.0517	10.6609	9.89162	11.0654	10.2569	10.0842	10.2374	10.9559	10.8351	11.1579	11.3027	14.1114	15.4707	13.4067	14.9892	12.9749	15.3236	12.3744	12.5048	11.7739	10.5273	12.0219	11.4585	11.602	11.0744	12.1046	12.0717	11.5555	11.5403	11.4659	11.3096			0.511931	0.0782885	-0.382501	-1.11462	P69330	P69330	CITD_ECOLI	citD	Citrate lyase acyl carrier protein	citD		CITD_ECOLI
